,host_id,host_acceptance_rate,host_response_rate,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,reviews_per_month,superhost_flag,host_identity_verified_flag
1100,9462156,97%,100%,35.58265,-82.56156,Entire apartment,Entire home/apt,3,1,1.0,2.0,78.00,98.0,7.79,1,1
1102,33042122,100%,100%,35.59848,-82.55506,Entire condominium,Entire home/apt,3,1,1.0,2.0,118.00,99.0,4.4,1,1
1103,122413130,99%,96%,35.52388,-82.48827,Entire house,Entire home/apt,13,2.5,4.0,7.0,450.00,98.0,1.39,1,0
1104,1413856,93%,100%,35.5764,-82.60048,Entire apartment,Entire home/apt,4,1,1.0,2.0,99.00,99.0,6.63,1,1
1105,7759700,50%,100%,35.60156,-82.55976,Entire apartment,Entire home/apt,4,1,2.0,2.0,125.00,100.0,1.66,1,1
1106,122413130,99%,96%,35.5436,-82.46541,Entire house,Entire home/apt,16,4,4.0,8.0,575.00,99.0,1.52,1,0
1107,84572152,0%,100%,35.62119,-82.50538,Entire guest suite,Entire home/apt,2,1,1.0,1.0,95.00,100.0,1.15,1,0
1108,157205271,100%,100%,35.56513,-82.54097,Entire apartment,Entire home/apt,2,1,1.0,1.0,130.00,100.0,0.93,1,1
1109,156490057,98%,100%,35.60286,-82.57105,Private room in house,Private room,2,1,1.0,1.0,58.00,97.0,3.18,1,0
1110,122835032,50%,100%,35.54305,-82.47641,Entire bungalow,Entire home/apt,5,2,3.0,3.0,185.00,99.0,0.49,1,0
1112,110864318,100%,100%,35.54427,-82.60001,Private room in house,Private room,4,1,1.0,1.0,95.00,99.0,4.08,1,1
1114,23166224,100%,100%,35.60904,-82.55463,Entire apartment,Entire home/apt,4,1,1.0,1.0,98.00,99.0,3.08,1,0
1116,6074062,98%,98%,35.60332,-82.55676,Entire apartment,Entire home/apt,4,1.5,2.0,2.0,200.00,99.0,4.41,1,1
1117,9462156,97%,100%,35.58345,-82.56134,Entire apartment,Entire home/apt,3,1,1.0,1.0,90.00,96.0,1.15,1,1
1118,28629826,100%,100%,35.59229,-82.55591,Entire apartment,Entire home/apt,2,1,1.0,1.0,232.00,99.0,1.77,1,1
1120,722034,99%,100%,35.50327,-82.61668,Entire house,Entire home/apt,11,3,4.0,6.0,353.00,99.0,1.64,1,1
1121,50052819,90%,93%,35.44403,-82.50237,Entire apartment,Entire home/apt,4,1,2.0,2.0,80.00,93.0,2.12,0,1
1122,189417559,100%,100%,35.55626,-82.50089,Entire apartment,Entire home/apt,2,1,1.0,1.0,88.00,99.0,5.91,1,1
1123,229986234,100%,100%,35.4547,-82.49737,Entire guesthouse,Entire home/apt,2,1,,1.0,72.00,100.0,7.87,1,0
1124,230209704,90%,93%,35.50406,-82.48534,Entire house,Entire home/apt,16,6,7.0,9.0,"1,175.00",98.0,0.83,1,0
1125,30784787,100%,100%,35.58474,-82.59903,Entire guest suite,Entire home/apt,2,1,1.0,1.0,95.00,99.0,4.77,1,1
1126,67834194,100%,100%,35.63197,-82.46518,Entire guest suite,Entire home/apt,2,1,1.0,1.0,89.00,100.0,4.31,1,1
1127,134903005,100%,99%,35.59489,-82.55348,Entire house,Entire home/apt,6,2,2.0,2.0,539.00,94.0,0.4,0,1
1128,105838974,98%,100%,35.55027,-82.50415,Entire house,Entire home/apt,6,2,3.0,5.0,186.00,97.0,3.96,1,1
1130,75750895,100%,100%,35.59556,-82.55232,Entire condominium,Entire home/apt,2,1,1.0,1.0,232.00,99.0,6.63,1,1
1133,88802284,100%,100%,35.58955,-82.58347,Entire house,Entire home/apt,2,1,1.0,1.0,103.00,100.0,3.55,1,1
1134,170251520,100%,100%,35.59066,-82.56795,Entire guest suite,Entire home/apt,2,1,1.0,0.0,114.00,99.0,3.27,1,1
1135,6074062,98%,98%,35.60325,-82.55682,Entire apartment,Entire home/apt,4,1,2.0,2.0,199.00,99.0,2.78,1,1
1136,156490057,98%,100%,35.60299,-82.57122,Private room in house,Private room,2,1,1.0,2.0,62.00,98.0,2.96,1,0
1137,229157755,56%,100%,35.62693,-82.55623,Entire guest suite,Entire home/apt,4,1,1.0,2.0,96.00,99.0,6.13,0,1
1138,26499443,100%,100%,35.58461,-82.55077,Private room in guest suite,Private room,2,1,1.0,1.0,86.00,99.0,6.6,1,0
1139,233498433,99%,100%,35.61344,-82.61716,Entire cabin,Entire home/apt,6,2,2.0,3.0,250.00,97.0,1.92,1,0
1140,233729575,100%,100%,35.60588,-82.48704,Entire cottage,Entire home/apt,6,2,2.0,2.0,128.00,100.0,6.98,1,0
1141,233743672,100%,100%,35.43505,-82.49833,Entire house,Entire home/apt,6,2,3.0,4.0,180.00,100.0,2.15,1,1
1142,167186184,100%,100%,35.58646,-82.55283,Entire townhouse,Entire home/apt,6,2,2.0,4.0,381.00,99.0,2.9,1,1
1143,62122218,96%,100%,35.6547,-82.48016,Entire cabin,Entire home/apt,6,2,3.0,4.0,238.00,100.0,2.24,1,0
1144,203135725,100%,100%,35.57046,-82.5729,Private room in guest suite,Private room,2,1,1.0,1.0,69.00,97.0,3.14,1,0
1145,167186184,100%,100%,35.59167,-82.556,Entire condominium,Entire home/apt,4,1,1.0,2.0,191.00,98.0,2.85,1,1
1146,167186184,100%,100%,35.59282,-82.55753,Entire condominium,Entire home/apt,8,3,3.0,4.0,409.00,95.0,1.41,1,1
1147,167186184,100%,100%,35.59343,-82.55714,Entire condominium,Entire home/apt,4,1,1.0,2.0,191.00,98.0,2.12,1,1
1148,167186184,100%,100%,35.59142,-82.55563,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,100.0,1.5,1,1
1149,167186184,100%,100%,35.59161,-82.55633,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,97.0,2.51,1,1
1150,167186184,100%,100%,35.59286,-82.55706,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,98.0,2.11,1,1
1151,167186184,100%,100%,35.59164,-82.55777,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,96.0,1.28,1,1
1152,167186184,100%,100%,35.59288,-82.55785,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,96.0,2.33,1,1
1153,167186184,100%,100%,35.59328,-82.5573,Entire condominium,Entire home/apt,8,3,3.0,4.0,409.00,97.0,1.86,1,1
1154,167186184,100%,100%,35.5932,-82.55573,Entire condominium,Entire home/apt,8,3,3.0,4.0,409.00,96.0,2.1,1,1
1155,167186184,100%,100%,35.59187,-82.55774,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,96.0,1.02,1,1
1156,25041828,99%,100%,35.56622,-82.52275,Entire guest suite,Entire home/apt,3,1,1.0,1.0,163.00,99.0,0.73,1,1
1157,234441008,100%,100%,35.58141,-82.49794,Entire house,Entire home/apt,4,1,1.0,2.0,105.00,99.0,1.63,1,0
1158,14757634,82%,100%,35.59053,-82.52545,Entire guest suite,Entire home/apt,4,1,1.0,2.0,165.00,98.0,2.52,1,1
1159,80338717,100%,100%,35.60447,-82.56386,Entire house,Entire home/apt,4,1,2.0,3.0,175.00,100.0,0.26,1,1
1160,232816040,80%,100%,35.53251,-82.63125,Private room in house,Private room,6,1,1.0,3.0,145.00,100.0,0.48,0,0
1161,178317608,98%,100%,35.59791,-82.55826,Entire house,Entire home/apt,6,2,2.0,2.0,240.00,100.0,6.86,1,1
1162,25041828,99%,100%,35.54602,-82.54054,Entire house,Entire home/apt,8,2,4.0,5.0,291.00,97.0,3.01,1,1
1163,178317608,98%,100%,35.59808,-82.55833,Entire house,Entire home/apt,6,2,2.0,3.0,238.00,100.0,6.29,1,1
1164,25041828,99%,100%,35.5484,-82.54291,Entire house,Entire home/apt,8,2,4.0,5.0,291.00,96.0,3.69,1,1
1165,124981316,100%,100%,35.59719,-82.55391,Entire house,Entire home/apt,4,1,2.0,2.0,214.00,100.0,1.72,1,1
1166,2474914,99%,100%,35.59164,-82.55304,Entire cottage,Entire home/apt,7,2,3.0,5.0,372.00,100.0,0.97,1,0
1167,3039969,100%,100%,35.62726,-82.54192,Entire apartment,Entire home/apt,2,1,1.0,1.0,90.00,100.0,10.78,1,1
1168,235764653,88%,100%,35.55538,-82.5284,Entire house,Entire home/apt,8,3.5,2.0,6.0,402.00,100.0,1.93,1,0
1169,235954974,100%,100%,35.52842,-82.67071,Entire guest suite,Entire home/apt,2,1,1.0,1.0,45.00,100.0,6.15,1,1
1170,123565952,100%,100%,35.51061,-82.61268,Private room in guest suite,Private room,2,1,1.0,1.0,90.00,99.0,3.62,1,1
1171,21897312,90%,100%,35.63076,-82.56291,Entire cottage,Entire home/apt,4,2,2.0,3.0,77.00,100.0,0.17,0,0
1172,33151095,100%,100%,35.51718,-82.47896,Entire house,Entire home/apt,7,2,3.0,4.0,242.00,99.0,1.51,0,1
1173,197405706,100%,100%,35.43225,-82.52387,Private room in house,Private room,2,1,1.0,1.0,43.00,99.0,2.75,1,0
1174,167186184,100%,100%,35.59367,-82.55772,Entire condominium,Entire home/apt,6,2,2.0,3.0,381.00,97.0,1.55,1,1
1177,161496536,94%,100%,35.60867,-82.56243,Entire house,Entire home/apt,4,1,1.0,1.0,105.00,98.0,1.64,1,1
1178,177467220,81%,100%,35.52501,-82.48383,Entire house,Entire home/apt,10,2,4.0,6.0,388.00,100.0,0.49,1,1
1179,107027195,98%,100%,35.63342,-82.57942,Entire bungalow,Entire home/apt,6,1,2.0,3.0,140.00,96.0,4.93,1,1
1180,65408548,86%,100%,35.46993,-82.50061,Entire house,Entire home/apt,2,1,1.0,1.0,116.00,95.0,4.16,0,1
1181,167186184,100%,100%,35.59162,-82.55642,Entire condominium,Entire home/apt,4,1,1.0,2.0,191.00,98.0,2.19,1,1
1182,167186184,100%,100%,35.59152,-82.55631,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,93.0,1.69,1,1
1183,167186184,100%,100%,35.59153,-82.55565,Entire condominium,Entire home/apt,4,2,2.0,2.0,252.00,100.0,1.68,1,1
1186,41853076,88%,100%,35.58207,-82.60038,Private room in house,Private room,2,1,1.0,1.0,68.00,100.0,1.4,1,0
1187,45287495,89%,100%,35.45524,-82.53549,Private room in house,Private room,1,1,1.0,1.0,28.00,100.0,0.34,1,1
1188,71812166,99%,100%,35.53291,-82.61756,Entire house,Entire home/apt,6,2.5,3.0,3.0,325.00,100.0,1.8,1,1
1189,238580484,100%,100%,35.60629,-82.47818,Entire apartment,Entire home/apt,4,1,1.0,1.0,93.00,99.0,5.16,1,1
1190,53293590,97%,100%,35.55694,-82.50277,Entire house,Entire home/apt,6,2.5,3.0,3.0,118.00,99.0,5.61,1,0
1191,149601167,99%,100%,35.59509,-82.55233,Entire apartment,Entire home/apt,6,2,2.0,3.0,216.00,94.0,0.64,0,1
1192,149601167,99%,100%,35.5933,-82.55362,Entire apartment,Entire home/apt,4,1.5,1.0,2.0,144.00,85.0,0.43,0,1
1193,149601167,99%,100%,35.59346,-82.55256,Entire apartment,Entire home/apt,6,2,2.0,3.0,216.00,94.0,0.72,0,1
1194,149601167,99%,100%,35.59354,-82.55269,Entire apartment,Entire home/apt,4,1.5,1.0,2.0,139.00,95.0,1.26,0,1
1195,15382811,100%,100%,35.59136,-82.49733,Private room in house,Private room,4,1,2.0,2.0,60.00,98.0,3.82,1,0
1197,65951962,94%,100%,35.5976,-82.55577,Entire condominium,Entire home/apt,2,1,1.0,1.0,140.00,99.0,3.37,1,1
1198,28338684,98%,100%,35.59279,-82.64519,Yurt,Entire home/apt,2,1,1.0,1.0,54.00,99.0,2.1,1,1
1199,119707847,100%,100%,35.64187,-82.66071,Entire cottage,Entire home/apt,5,1,2.0,3.0,53.00,89.0,1.21,0,1
1200,151397468,99%,100%,35.45434,-82.49727,Entire house,Entire home/apt,8,3,3.0,4.0,180.00,96.0,0.91,0,0
1201,149601167,99%,100%,35.5077,-82.59972,Entire house,Entire home/apt,16,4,6.0,9.0,190.00,97.0,0.5,0,1
1202,149601167,99%,100%,35.50715,-82.59923,Entire apartment,Entire home/apt,6,1,2.0,3.0,61.00,88.0,0.74,0,1
1203,149601167,99%,100%,35.50916,-82.5997,Entire house,Entire home/apt,10,3,4.0,6.0,150.00,94.0,0.67,0,1
1204,10191390,96%,100%,35.57547,-82.59792,Entire bungalow,Entire home/apt,5,2,3.0,3.0,155.00,100.0,0.13,1,1
1205,167186184,100%,100%,35.59164,-82.55783,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,97.0,3.16,1,1
1206,203736164,100%,100%,35.59242,-82.46871,Entire house,Entire home/apt,4,1.5,1.0,1.0,135.00,100.0,1.91,1,1
1207,7502088,96%,100%,35.55449,-82.46862,Entire house,Entire home/apt,6,2.5,3.0,3.0,425.00,98.0,1.52,1,1
1208,157989367,100%,100%,35.56212,-82.66577,Entire house,Entire home/apt,8,2,3.0,4.0,194.00,96.0,1.23,1,1
1209,242474849,99%,100%,35.49371,-82.50186,Entire house,Entire home/apt,14,2,3.0,5.0,134.00,99.0,6.65,1,1
1210,16965669,97%,100%,35.56985,-82.65545,Entire guest suite,Entire home/apt,4,1,,0.0,100.00,99.0,4.39,1,1
1211,16965669,97%,100%,35.5704,-82.65527,Entire guest suite,Entire home/apt,4,1,1.0,1.0,125.00,99.0,2.06,1,1
1212,151397468,99%,100%,35.42726,-82.50715,Entire house,Entire home/apt,6,2,3.0,3.0,124.00,100.0,0.6,0,0
1213,149601167,99%,100%,35.59727,-82.55441,Entire condominium,Entire home/apt,2,1,1.0,2.0,94.00,94.0,1.52,0,1
1214,84976521,100%,100%,35.54605,-82.4808,Entire cabin,Entire home/apt,6,2,3.0,4.0,136.00,99.0,5.48,1,1
1215,243522768,100%,100%,35.56647,-82.52961,Entire bungalow,Entire home/apt,2,1,,1.0,89.00,99.0,10.87,1,1
1217,194503310,100%,100%,35.60453,-82.56408,Room in bed and breakfast,Hotel room,2,1,1.0,1.0,198.00,100.0,0.14,1,1
1218,6074062,98%,98%,35.60325,-82.55682,Entire house,Entire home/apt,8,2.5,4.0,4.0,750.00,96.0,0.5,1,1
1219,243900226,100%,100%,35.63017,-82.47399,Entire house,Entire home/apt,6,2,3.0,3.0,204.00,100.0,4.55,1,1
1227,167186184,100%,100%,35.59182,-82.55628,Entire condominium,Entire home/apt,6,2,2.0,2.0,252.00,99.0,1.29,1,1
1228,149601167,99%,100%,35.43812,-82.46448,Entire house,Entire home/apt,8,2,3.0,5.0,151.00,92.0,0.22,0,1
1230,200915871,98%,100%,35.65152,-82.52618,Yurt,Entire home/apt,3,1,,1.0,126.00,97.0,3.94,0,1
1231,35672137,100%,100%,35.62021,-82.55678,Entire guesthouse,Entire home/apt,3,1,1.0,1.0,165.00,100.0,11.23,1,1
1232,245663680,100%,100%,35.48999,-82.47681,Entire house,Entire home/apt,6,2,2.0,3.0,296.00,100.0,1.08,1,1
1234,34263964,100%,100%,35.60689,-82.55176,Entire apartment,Entire home/apt,5,1,3.0,3.0,168.00,98.0,6.57,1,1
1235,10965717,100%,100%,35.62517,-82.5264,Entire house,Entire home/apt,2,1.5,1.0,1.0,250.00,100.0,3.48,1,1
1236,181660259,43%,100%,35.53149,-82.51769,Private room in house,Private room,2,1,1.0,1.0,77.00,100.0,0.29,1,0
1237,246269860,100%,100%,35.5986,-82.59606,Entire house,Entire home/apt,2,1,1.0,1.0,101.00,97.0,4.62,1,0
1239,107027195,98%,100%,35.63241,-82.57841,Entire bungalow,Entire home/apt,10,2,3.0,4.0,180.00,97.0,4.52,1,1
1240,9525645,100%,100%,35.56195,-82.52088,Entire guest suite,Entire home/apt,2,1,1.0,2.0,75.00,99.0,1.06,0,1
1241,245663680,100%,100%,35.49116,-82.47892,Entire house,Entire home/apt,6,2,2.0,3.0,306.00,100.0,1.28,1,1
1242,13874674,97%,100%,35.59976,-82.55799,Entire apartment,Entire home/apt,4,1,1.0,2.0,106.00,100.0,5.42,1,1
1243,246993350,100%,100%,35.50748,-82.66123,Entire cabin,Entire home/apt,6,2,3.0,4.0,164.00,99.0,0.85,1,0
1244,180564557,100%,100%,35.63808,-82.59658,Entire house,Entire home/apt,6,2,3.0,3.0,121.00,94.0,8.59,1,1
1246,247466621,100%,100%,35.5656,-82.59454,Entire house,Entire home/apt,6,1.5,2.0,3.0,210.00,99.0,1.56,1,1
1247,247799171,96%,100%,35.54664,-82.6161,Entire house,Entire home/apt,6,2,2.0,2.0,154.00,100.0,2.05,1,0
1248,6961396,96%,100%,35.56061,-82.66028,Entire house,Entire home/apt,10,2.5,4.0,4.0,268.00,96.0,2.18,1,1
1249,1482216,91%,100%,35.59677,-82.59357,Entire house,Entire home/apt,4,1,2.0,2.0,145.00,99.0,2.63,1,1
1250,248210743,100%,100%,35.55213,-82.51004,Entire house,Entire home/apt,6,2,3.0,4.0,274.00,99.0,1.99,1,1
1251,248239829,95%,100%,35.62039,-82.54696,Private room in guest suite,Private room,2,1,1.0,1.0,232.00,98.0,1.42,1,1
1252,187626725,100%,100%,35.45009,-82.48511,Entire house,Entire home/apt,4,2,2.0,2.0,177.00,98.0,3.91,1,1
1253,26946813,100%,100%,35.63318,-82.49888,Entire house,Entire home/apt,8,3,4.0,5.0,295.00,97.0,0.35,1,1
1254,7505763,100%,100%,35.5867,-82.57398,Entire guest suite,Entire home/apt,4,1,2.0,2.0,145.00,97.0,2.35,0,0
1256,68296377,100%,100%,35.47976,-82.46353,Entire house,Entire home/apt,16,5.5,8.0,12.0,"1,595.00",100.0,0.27,0,1
1257,167186184,100%,100%,35.59306,-82.55754,Entire condominium,Entire home/apt,4,1,1.0,2.0,174.00,98.0,1.85,1,1
1258,167186184,100%,100%,35.59225,-82.5578,Entire condominium,Entire home/apt,4,1,1.0,2.0,145.00,97.0,1.77,1,1
1259,167186184,100%,100%,35.59226,-82.55757,Entire condominium,Entire home/apt,4,1,1.0,2.0,191.00,98.0,2.29,1,1
1260,167186184,100%,100%,35.59148,-82.55574,Entire apartment,Entire home/apt,4,1,1.0,2.0,177.00,95.0,2.67,1,1
1262,19333726,92%,100%,35.47938,-82.51646,Entire house,Entire home/apt,10,2.5,4.0,4.0,375.00,100.0,0.33,1,1
1263,131057648,100%,100%,35.60237,-82.60096,Entire townhouse,Entire home/apt,6,1.5,2.0,3.0,141.00,99.0,2.91,1,1
1265,15277908,100%,100%,35.63706,-82.59436,Entire bungalow,Entire home/apt,4,1.5,2.0,2.0,141.00,98.0,2.95,0,1
1267,16412724,71%,100%,35.60154,-82.54318,Room in boutique hotel,Hotel room,2,1,1.0,1.0,205.00,100.0,0.23,1,1
1268,173882465,100%,100%,35.64024,-82.60454,Entire guest suite,Entire home/apt,2,1,1.0,1.0,85.00,100.0,1.82,0,1
1269,250779876,99%,100%,35.62273,-82.5591,Entire guest suite,Entire home/apt,3,1,1.0,2.0,89.00,98.0,7.63,1,1
1270,251211706,85%,100%,35.56466,-82.52143,Entire guest suite,Entire home/apt,3,1,1.0,2.0,98.00,99.0,7.87,1,1
1272,96177754,100%,100%,35.58983,-82.56402,Entire apartment,Entire home/apt,6,1,2.0,2.0,138.00,100.0,2.5,1,1
1273,96187307,99%,100%,35.55252,-82.50787,Entire house,Entire home/apt,6,2,3.0,3.0,249.00,98.0,0.42,1,1
1274,722034,99%,100%,35.49604,-82.49749,Entire house,Entire home/apt,10,3.5,5.0,5.0,445.00,97.0,2.39,1,1
1275,8966582,100%,100%,35.63008,-82.55008,Treehouse,Entire home/apt,4,1,1.0,2.0,321.00,99.0,15.83,1,1
1276,3459413,98%,100%,35.58533,-82.5767,Entire guesthouse,Entire home/apt,4,1,1.0,2.0,106.00,100.0,4.84,1,1
1277,57956285,82%,100%,35.55218,-82.50447,Entire house,Entire home/apt,4,2,2.0,2.0,200.00,95.0,0.53,0,1
1279,8966582,100%,100%,35.62972,-82.5505,Treehouse,Entire home/apt,4,1,1.0,2.0,278.00,100.0,8.94,1,1
1281,9017645,71%,100%,35.62128,-82.55975,Private room in house,Private room,1,1,1.0,2.0,60.00,100.0,0.14,1,1
1282,84150222,100%,100%,35.59325,-82.55594,Entire condominium,Entire home/apt,6,2,2.0,3.0,225.00,99.0,1.15,1,1
1283,84150222,100%,100%,35.592,-82.55635,Entire condominium,Entire home/apt,6,2,2.0,3.0,274.00,99.0,1.77,1,1
1284,253661868,85%,100%,35.61729,-82.58158,Entire house,Entire home/apt,7,2,3.0,3.0,127.00,98.0,3.48,1,0
1285,15788000,99%,98%,35.50967,-82.65933,Tiny house,Entire home/apt,2,1,,1.0,97.00,96.0,7.64,0,0
1286,15788000,99%,98%,35.51023,-82.65944,Entire cottage,Entire home/apt,11,3,4.0,5.0,366.00,93.0,0.37,0,0
1287,200811274,67%,100%,35.47927,-82.50964,Entire house,Entire home/apt,8,2.5,4.0,4.0,270.00,98.0,0.71,1,0
1289,44470830,99%,100%,35.57713,-82.58335,Entire guest suite,Entire home/apt,2,1,1.0,1.0,67.00,99.0,4.23,1,1
1290,254595314,100%,100%,35.50869,-82.61257,Entire guest suite,Entire home/apt,2,1,1.0,1.0,110.00,97.0,1.38,1,0
1291,25499692,100%,100%,35.57937,-82.53463,Entire apartment,Entire home/apt,2,1,1.0,1.0,90.00,100.0,0.53,1,1
1293,32668492,100%,100%,35.60466,-82.56762,Room in bed and breakfast,Hotel room,2,1,1.0,1.0,369.00,100.0,1.0,0,0
1298,32668492,100%,100%,35.60528,-82.56694,Room in bed and breakfast,Hotel room,2,1,1.0,1.0,245.00,100.0,0.49,0,0
1300,45287495,89%,100%,35.45682,-82.53536,Private room in house,Private room,1,1,1.0,1.0,25.00,100.0,1.39,1,1
1301,45287495,89%,100%,35.45511,-82.53579,Private room in house,Private room,4,2,2.0,2.0,48.00,100.0,0.28,1,1
1302,16233515,100%,100%,35.61789,-82.5816,Entire house,Entire home/apt,4,2,2.0,3.0,95.00,98.0,0.87,1,1
1303,13158326,99%,100%,35.57556,-82.59082,Entire house,Entire home/apt,6,1,2.0,2.0,176.00,100.0,3.38,1,1
1308,132575583,100%,100%,35.57266,-82.58854,Entire house,Entire home/apt,4,1.5,2.0,2.0,162.00,94.0,4.77,1,1
1309,5928086,99%,100%,35.57107,-82.59956,Entire guest suite,Entire home/apt,4,1,,1.0,75.00,99.0,5.85,1,1
1310,257241586,91%,100%,35.54898,-82.48084,Entire house,Entire home/apt,4,2,2.0,2.0,175.00,100.0,1.72,1,1
1311,76236543,94%,100%,35.59652,-82.46519,Entire guest suite,Entire home/apt,2,1,,1.0,70.00,100.0,2.55,1,0
1313,180564557,100%,100%,35.63772,-82.59463,Entire house,Entire home/apt,10,2,4.0,5.0,188.00,97.0,9.58,1,1
1314,151279507,100%,100%,35.61332,-82.60466,Private room in treehouse,Private room,2,1,1.0,0.0,25.00,96.0,2.95,1,0
1315,151279507,100%,100%,35.61148,-82.60492,Campsite,Entire home/apt,4,1,,0.0,19.00,96.0,1.51,1,0
1316,258227258,100%,100%,35.58839,-82.61836,Entire apartment,Entire home/apt,4,1,2.0,2.0,67.00,99.0,6.69,1,0
1317,173098107,82%,100%,35.58176,-82.48083,Private room in house,Private room,2,1,1.0,1.0,44.00,100.0,2.06,1,1
1318,151279507,100%,100%,35.61209,-82.60528,Campsite,Entire home/apt,4,1,,0.0,28.00,90.0,1.16,1,0
1320,2819502,100%,100%,35.63622,-82.58726,Entire house,Entire home/apt,6,2,3.0,3.0,239.00,99.0,3.01,1,1
1321,189523337,100%,100%,35.47082,-82.55637,Private room in house,Private room,1,1.5,1.0,1.0,39.00,97.0,0.63,1,0
1323,96187307,99%,100%,35.62563,-82.52061,Entire house,Entire home/apt,12,4,5.0,6.0,917.00,100.0,0.2,1,1
1324,96187307,99%,100%,35.62692,-82.52469,Entire house,Entire home/apt,4,1,2.0,3.0,239.00,100.0,0.18,1,1
1325,96187307,99%,100%,35.45697,-82.48009,Entire house,Entire home/apt,14,4,5.0,7.0,518.00,99.0,0.82,1,1
1326,60274263,92%,100%,35.54738,-82.51252,Entire guest suite,Entire home/apt,2,1,,1.0,92.00,98.0,2.29,1,1
1327,118878640,90%,100%,35.59508,-82.55162,Entire apartment,Entire home/apt,6,1,2.0,3.0,324.00,93.0,0.48,1,0
1328,118878640,90%,100%,35.59628,-82.55179,Entire apartment,Entire home/apt,6,1,2.0,3.0,324.00,100.0,0.15,1,0
1329,158630516,100%,100%,35.50946,-82.61818,Entire house,Entire home/apt,8,1.5,4.0,5.0,140.00,95.0,3.71,0,1
1330,25274554,100%,100%,35.47578,-82.50102,Entire guest suite,Entire home/apt,2,1,,1.0,63.00,96.0,4.65,1,1
1331,151397468,99%,100%,35.47941,-82.58403,Entire cottage,Entire home/apt,4,1,2.0,2.0,117.00,91.0,0.83,0,0
1332,104115507,100%,100%,35.61748,-82.58535,Entire guest suite,Entire home/apt,2,1,1.0,1.0,51.00,98.0,3.32,1,0
1333,118878640,90%,100%,35.59509,-82.55146,Entire apartment,Entire home/apt,12,2,4.0,6.0,652.00,98.0,0.37,1,0
1334,32651476,97%,100%,35.62197,-82.47521,Private room in treehouse,Private room,1,Private,1.0,0.0,75.00,100.0,0.04,1,1
1335,261801389,100%,100%,35.57577,-82.60707,Entire apartment,Entire home/apt,4,1,1.0,1.0,150.00,100.0,1.33,1,0
1337,38005428,98%,55%,35.5452,-82.67099,Entire townhouse,Entire home/apt,6,2.5,3.0,4.0,141.00,99.0,3.37,0,1
1339,156302420,100%,100%,35.57332,-82.62573,Entire guest suite,Entire home/apt,4,1,2.0,3.0,102.00,98.0,3.14,1,0
1340,151279507,100%,100%,35.61208,-82.60369,Private room in hut,Private room,2,1,1.0,0.0,25.00,98.0,2.13,1,0
1341,17721333,91%,100%,35.64999,-82.59791,Entire house,Entire home/apt,2,1,,2.0,79.00,99.0,6.75,1,1
1343,167186184,100%,100%,35.60292,-82.54661,Entire condominium,Entire home/apt,4,1,1.0,2.0,145.00,94.0,2.2,1,1
1344,27091046,100%,100%,35.58713,-82.60515,Entire apartment,Entire home/apt,2,0,1.0,1.0,88.00,100.0,0.6,0,1
1346,263240332,95%,100%,35.5902,-82.47124,Entire house,Entire home/apt,6,1,2.0,2.0,189.00,98.0,1.79,1,1
1347,26047490,98%,100%,35.55296,-82.48976,Entire apartment,Entire home/apt,2,1.5,1.0,1.0,68.00,99.0,4.79,1,0
1348,26047490,98%,100%,35.55292,-82.49132,Entire house,Entire home/apt,2,1,1.0,1.0,111.00,99.0,4.56,1,0
1349,15785799,96%,100%,35.59191,-82.546,Entire guest suite,Entire home/apt,2,1,1.0,1.0,149.00,95.0,2.96,1,1
1351,24764498,100%,100%,35.60777,-82.577,Entire guest suite,Entire home/apt,3,1,1.0,1.0,150.00,100.0,0.32,1,1
1359,29657815,99%,100%,35.57534,-82.57498,Private room in house,Private room,2,1.5,1.0,1.0,45.00,98.0,5.34,1,1
1360,151279507,100%,100%,35.6131,-82.60461,Private room in camper/rv,Private room,2,1,1.0,0.0,25.00,98.0,2.9,1,0
1362,167186184,100%,100%,35.5921,-82.55613,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,98.0,2.55,1,1
1363,263176516,88%,100%,35.472,-82.5617,Entire guesthouse,Entire home/apt,4,1,1.0,2.0,64.00,100.0,3.56,1,0
1364,265655545,100%,100%,35.57031,-82.54809,Entire house,Entire home/apt,4,1,1.0,2.0,123.00,98.0,2.53,1,1
1365,189080216,85%,100%,35.62798,-82.59918,Entire house,Entire home/apt,16,4,6.0,7.0,464.00,99.0,1.27,1,1
1366,265815840,100%,100%,35.60834,-82.61546,Entire house,Entire home/apt,6,2.5,3.0,4.0,178.00,99.0,4.18,1,0
1367,250328755,99%,100%,35.58719,-82.5715,Entire apartment,Entire home/apt,4,1,,1.0,138.00,98.0,4.4,1,1
1368,250328755,99%,100%,35.58716,-82.57126,Entire apartment,Entire home/apt,4,1,,1.0,138.00,97.0,3.11,1,1
